Campaign,Ad Group,Keyword,Criterion Type,Grupa wykluczeń
DEWAX | Gruntowa pompa ciepła,,powietrze woda,Negative Phrase,inne typy pomp i urządzeń
DEWAX | Regiony,,serwis,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,naprawa,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,awaria,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,błąd,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,kod błędu,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,usterka,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,części,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,część,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,sprężarka,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,używana,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,używane,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,używany,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,olx,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,allegro,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,sprzedam,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,najtańsza,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,najtańsze,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,tania,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,tanie,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,chińska,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,przemysłowa,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,przemysłowe,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,hala,Negative Phrase,"praca, kursy, serwis, części"
DEWAX | Regiony,,studnia,Negative Phrase,studnie i pompy do wody
DEWAX | Regiony,,studnie,Negative Phrase,studnie i pompy do wody
DEWAX | Regiony,,studniarz,Negative Phrase,studnie i pompy do wody
DEWAX | Regiony,,do studni,Negative Phrase,studnie i pompy do wody
DEWAX | Regiony,,hydrofor,Negative Phrase,studnie i pompy do wody
DEWAX | Regiony,,pompa głębinowa do,Negative Phrase,studnie i pompy do wody
DEWAX | Regiony,,pompy głębinowe do,Negative Phrase,studnie i pompy do wody
DEWAX | Regiony,,1 cal,Negative Phrase,studnie i pompy do wody
DEWAX | Regiony,,3 cale,Negative Phrase,studnie i pompy do wody
DEWAX | Regiony,,4 cale,Negative Phrase,studnie i pompy do wody
DEWAX | Regiony,,kraków,Negative Phrase,poza obszarem
DEWAX | Regiony,,krakow,Negative Phrase,poza obszarem
DEWAX | Regiony,,gdańsk,Negative Phrase,poza obszarem
DEWAX | Regiony,,gdansk,Negative Phrase,poza obszarem
DEWAX | Regiony,,gdynia,Negative Phrase,poza obszarem
DEWAX | Regiony,,szczecin,Negative Phrase,poza obszarem
DEWAX | Regiony,,lublin,Negative Phrase,poza obszarem
DEWAX | Regiony,,rzeszów,Negative Phrase,poza obszarem
DEWAX | Regiony,,rzeszow,Negative Phrase,poza obszarem
DEWAX | Regiony,,białystok,Negative Phrase,poza obszarem
DEWAX | Regiony,,bialystok,Negative Phrase,poza obszarem
DEWAX | Regiony,,olsztyn,Negative Phrase,poza obszarem
DEWAX | Regiony,,kielce,Negative Phrase,poza obszarem
DEWAX | Regiony,,opole,Negative Phrase,poza obszarem
DEWAX | Regiony,,zielona góra,Negative Phrase,poza obszarem
DEWAX | Regiony,,gorzów,Negative Phrase,poza obszarem
DEWAX | Regiony,,koszalin,Negative Phrase,poza obszarem
DEWAX | Regiony,,słupsk,Negative Phrase,poza obszarem
DEWAX | Regiony,,tarnów,Negative Phrase,poza obszarem
DEWAX | Regiony,,nowy sącz,Negative Phrase,poza obszarem
DEWAX | Regiony,,zakopane,Negative Phrase,poza obszarem
DEWAX | Regiony,,niemcy,Negative Phrase,poza obszarem
DEWAX | Regiony,,deutschland,Negative Phrase,poza obszarem
DEWAX | Regiony,,nibe,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,vaillant,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,viessmann,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,daikin,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,stiebel,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,stiebel eltron,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,thermia,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,galmet,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,gejzer,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,dimplex,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,ctc,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,mitsubishi,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,panasonic,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,bosch,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,kaisai,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,haier,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,york,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,qvantum,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,apic,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,a-pic,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,konceptus,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,vitocal,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,altherma,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,calibra,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,geodan,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,flexotherm,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,flexocompact,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,wolf,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,samsung,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,gree,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,midea,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,hewalex,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,ciepłozziemi,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,jurkowski,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,sevro,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,pan studniarz,Negative Phrase,producenci i konkurenci (DEWAX montuje Thermokrafft i Buderus)
DEWAX | Regiony,,powietrzna,Negative Phrase,tylko gruntowe
DEWAX | Regiony,,powietrznej,Negative Phrase,tylko gruntowe
DEWAX | Regiony,,powietrzne,Negative Phrase,tylko gruntowe
DEWAX | Regiony,,powietrznych,Negative Phrase,tylko gruntowe
